Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
11.9,6.7,70,10,6,24.1,101.77,NA
10.2,6.1,75,36,3,24.1,101.8,Mainly Clear
9.5,5.8,78,9,10,24.1,101.83,NA
9.7,6.7,81,10,10,24.1,101.86,NA
10.2,7.1,81,8,7,32.2,101.87,Mostly Cloudy
10.8,7.5,80,12,9,32.2,101.9,NA
11.3,8,80,10,10,32.2,101.91,NA
11.9,8,77,15,4,32.2,101.94,Mostly Cloudy
13,6.2,63,23,17,32.2,101.96,NA
15.7,5.3,49,23,9,48.3,101.96,NA
16.7,4.1,42,14,26,48.3,101.98,Mainly Clear
17.9,4.1,39,14,17,48.3,102,NA
22.2,4.7,31,14,8,48.3,102.01,NA
22.2,3.9,29,18,17,48.3,102.01,Mostly Cloudy
20.3,4.5,35,22,17,48.3,102.01,NA
17.1,7.1,52,20,22,48.3,102,NA
17,5.6,47,18,14,48.3,101.96,Mostly Cloudy
16.7,7.5,54,21,21,48.3,101.92,NA
16.8,4.6,44,17,18,32.2,101.91,NA
15.6,7,56,20,9,32.2,101.89,Mostly Cloudy
14.5,7.5,62,22,5,32.2,101.86,NA
14.5,6.2,57,2,9,24.1,101.84,NA
13.9,5.6,57,5,14,24.1,101.8,Mostly Cloudy
13.6,6,60,6,12,24.1,101.74,NA
13.2,6.1,62,6,13,24.1,101.67,NA
13.1,6.3,63,7,13,24.1,101.61,Cloudy
13,5.9,62,7,12,24.1,101.53,NA
11.6,6.6,71,10,12,24.1,101.43,NA
10.7,6,73,10,15,24.1,101.38,Cloudy
12.1,6.3,67,7,13,24.1,101.32,NA
12.9,6.3,64,8,15,48.3,101.29,NA
13.1,6.7,65,8,12,48.3,101.23,Cloudy
15.2,7,58,9,15,48.3,101.21,NA
15.8,5.9,51,9,22,48.3,101.21,NA
17,4.9,44,12,24,48.3,101.2,Cloudy
17.4,6.9,50,12,21,48.3,101.16,NA
17.5,6.1,47,11,29,48.3,101.14,NA
16.1,7.7,57,14,34,32.2,101.15,Rain
13.9,8.5,69,14,36,32.2,101.24,Rain
12.5,10.1,85,10,15,24.1,101.31,Rain
12.5,10.8,89,6,17,24.1,101.3,Rain
12.9,10.7,86,5,20,48.3,101.26,NA
13.6,10.2,80,6,20,32.2,101.25,NA
13.3,10.4,83,6,17,32.2,101.26,Cloudy
13.1,9.8,80,6,17,32.2,101.26,NA
13.1,10.6,85,8,10,24.1,101.31,NA
13,10.2,83,8,6,24.1,101.33,Cloudy
12.6,10.1,84,8,9,24.1,101.33,NA
12.5,10,85,10,12,24.1,101.35,NA
12.8,9.7,81,10,12,24.1,101.35,Cloudy
12.5,9.9,84,9,10,24.1,101.39,NA
11.9,10.3,90,8,10,24.1,101.41,NA
12.3,10.1,86,8,13,24.1,101.46,Cloudy
12.1,10.7,91,9,13,32.2,101.51,Rain
13.1,11,87,8,14,40.2,101.55,NA
13.5,11.5,88,10,14,40.2,101.62,Mostly Cloudy
15.5,12,80,11,18,40.2,101.67,NA
15.6,11,74,11,21,40.2,101.67,NA
17.8,11,64,11,20,40.2,101.66,Mostly Cloudy
17.7,10.5,62,8,19,40.2,101.59,NA
18.9,10.7,59,11,13,40.2,101.6,NA
20.8,10.2,50,9,10,40.2,101.51,Mainly Clear
18.8,12.6,67,28,20,40.2,101.44,NA
18.6,11.8,64,29,21,40.2,101.37,NA
17.4,13,75,30,16,40.2,101.29,Cloudy
17.1,13.6,80,31,11,40.2,101.17,NA
16.8,13.7,82,27,7,40.2,101.07,NA
16.2,13.8,85,25,13,40.2,101.01,Cloudy
15.5,13.5,87,31,16,40.2,100.96,NA
15.8,11.5,75,31,17,32.2,100.91,NA
15.6,13.3,86,18,6,32.2,100.99,Rain
16.1,11.6,74,5,17,32.2,100.91,Rain
14.5,12.8,90,7,16,24.1,100.94,Rain
14.6,13,90,7,22,24.1,100.91,Rain
14.5,13.6,94,9,15,32.2,100.89,Rain
14.1,13,93,9,21,19.3,100.86,Rain
14.1,13,93,12,14,19.3,100.91,Rain
14.2,13.4,96,10,15,16.1,100.98,Rain
14.2,13.5,96,36,2,16.1,101.03,Rain
14.4,13.8,96,6,14,16.1,101.09,Rain
14.9,14.4,97,7,9,24.1,101.13,Rain
15.9,15.3,96,6,12,24.1,101.17,NA
16.1,14.5,90,7,12,24.1,101.2,Mostly Cloudy
15.8,14.8,94,9,16,16.1,101.21,Rain
16.7,14.9,89,7,16,24.1,101.19,NA
17.6,14.8,83,7,13,24.1,101.19,Cloudy
18,15,82,10,10,24.1,101.17,NA
18,15,82,17,7,12.9,101.18,Rain
17.8,16.1,90,36,3,24.1,101.17,Cloudy
16.1,15.6,96,13,3,16.1,101.2,Rain
15.6,15.2,98,8,6,12.9,101.21,Rain
17,16.5,97,8,11,19.3,101.19,Rain
17,16.4,96,12,16,24.1,101.19,NA
16.9,16.2,96,13,9,24.1,101.22,NA
15.3,15.1,99,11,8,24.1,101.19,Cloudy
15.9,15.6,98,12,11,19.3,101.27,NA
16,15.5,97,15,11,24.1,101.28,NA
15.6,15.1,97,14,8,19.3,101.22,Rain
14.7,14.2,97,14,12,24.1,101.26,NA
14.6,14.2,97,11,7,24.1,101.27,NA
14.4,13.7,95,13,5,24.1,101.3,Cloudy
14.3,13.6,96,12,6,32.2,101.36,NA
14.8,13.9,95,17,7,16.1,101.39,NA
14.7,14,95,20,5,24.1,101.43,Mostly Cloudy
14.8,14,95,20,6,24.1,101.46,NA
15,14.5,97,23,9,24.1,101.49,NA
15.4,14.2,93,25,7,24.1,101.5,Mostly Cloudy
18.7,15.7,82,15,7,32.2,101.51,NA
17.9,14.9,82,19,12,24.1,101.56,NA
19.2,12.8,66,9,14,32.2,101.54,Mostly Cloudy
19.4,14,71,14,21,32.2,101.6,NA
18.6,14.2,75,13,15,32.2,101.62,NA
18,13.8,76,11,15,32.2,101.61,Mostly Cloudy
18,13,73,11,20,32.2,101.64,NA
17.6,12.3,71,12,13,32.2,101.64,NA
17.3,12.6,74,12,13,32.2,101.66,Mainly Clear
15.5,12,80,10,11,32.2,101.65,NA
14.8,11.9,83,10,11,32.2,101.68,NA
14.4,11.8,84,10,9,32.2,101.67,Mostly Cloudy
14,11.6,85,10,8,32.2,101.65,NA
14,12.2,89,14,10,32.2,101.67,NA
13,11.7,91,11,5,32.2,101.64,Mostly Cloudy
13.4,12.3,93,10,11,19.3,101.63,Rain
13.2,12.1,93,13,7,32.2,101.68,NA
12.8,12,95,13,6,19.3,101.71,Rain
13.2,12.3,95,7,14,24.1,101.75,Rain
13.4,12.3,93,7,15,24.1,101.82,Rain
13.6,12.5,93,9,15,24.1,101.85,Rain
14.5,12.7,89,9,17,24.1,101.89,NA
14.8,11.9,83,10,18,32.2,101.92,NA
17.1,11.9,71,10,13,32.2,101.95,Mainly Clear
18.4,12.2,67,12,13,32.2,102,NA
18.7,10.7,59,21,19,32.2,102.03,NA
19.5,10.8,57,21,13,32.2,102.07,Mainly Clear
18.8,9.6,55,20,16,32.2,102.19,NA
17.1,9.6,61,24,12,32.2,102.24,Mostly Cloudy
17.3,9.9,61,21,6,32.2,102.26,NA
17.4,12.3,72,20,11,32.2,102.3,NA
16.9,11.8,71,20,18,32.2,102.36,Mainly Clear
15.9,11.6,75,19,13,32.2,102.41,NA
14.9,11,77,17,6,32.2,102.48,NA
15.2,10.8,75,19,14,32.2,102.52,Mostly Cloudy
15.3,10.8,74,20,15,32.2,102.57,NA
14.8,10.4,75,32,5,32.2,102.59,NA
14.6,10.3,75,12,7,32.2,102.62,Mostly Cloudy
12.7,9.7,82,12,10,32.2,102.64,NA
13.1,10.5,85,10,10,32.2,102.67,NA
13.3,10.4,82,10,12,32.2,102.72,Cloudy
13.6,11.3,86,9,14,32.2,102.76,NA
13.8,11.6,87,9,17,32.2,102.78,NA
14.3,11.7,84,10,13,32.2,102.82,Mostly Cloudy
18.4,11.1,62,10,13,32.2,102.81,NA
20.9,9.6,48,9,13,32.2,102.82,NA
18.6,10.3,58,27,18,32.2,102.77,Mostly Cloudy
19.4,9.7,53,27,18,48.3,102.75,NA
17.8,10.3,61,24,14,48.3,102.69,NA
18.1,10.6,61,24,15,48.3,102.66,Mainly Clear
18.3,11.2,63,23,16,48.3,102.62,NA
18.8,9.9,56,27,15,48.3,102.57,NA
19.8,9.8,52,29,10,48.3,102.51,Clear
19.2,11.4,60,28,13,48.3,102.43,NA
18.4,11.1,62,28,15,32.2,102.37,NA
17.6,12.1,70,29,9,32.2,102.33,Mainly Clear
14.8,11.8,82,31,11,32.2,102.28,NA
14.1,10.9,81,34,7,32.2,102.27,NA
15.6,8.7,63,1,5,24.1,102.25,Clear
15.1,7.9,62,5,4,24.1,102.22,NA
13.1,8.4,73,10,5,24.1,102.19,NA
14,9.2,73,14,5,24.1,102.2,Mainly Clear
13.4,9.2,76,8,7,24.1,102.18,NA
12.8,9.4,80,7,9,24.1,102.16,NA
11.9,9.1,83,8,8,32.2,102.17,Mainly Clear
11.6,9.2,85,10,7,32.2,102.19,NA
14.4,10.5,77,10,8,32.2,102.21,NA
15.7,10.1,69,9,9,40.2,102.24,Clear
16.7,10.2,65,13,8,40.2,102.23,NA
17.7,12.1,69,22,9,32.2,102.23,NA
17.4,13.8,79,23,16,40.2,102.21,Mainly Clear
17.8,13.4,75,22,14,40.2,102.19,NA
19.8,13.6,67,22,18,40.2,102.16,NA
21.2,11,52,22,13,40.2,102.11,Mainly Clear
21.2,10.8,51,23,14,40.2,102.07,NA
22.2,10.6,47,22,14,40.2,102.04,NA
23.1,10.7,45,22,14,40.2,101.97,Mainly Clear
22.6,9,41,20,18,40.2,101.93,NA
22.1,10.1,46,20,13,32.2,101.87,NA
20.3,9.3,49,20,13,32.2,101.81,Mainly Clear
19.3,11,58,18,7,32.2,101.81,NA
18.6,11.6,64,2,3,24.1,101.84,NA
17.7,10.8,63,2,5,24.1,101.85,Mostly Cloudy
15.8,12.1,78,10,15,24.1,101.83,NA
14.7,10.6,76,13,13,24.1,101.83,NA
14,10.3,79,10,11,24.1,101.82,Mainly Clear
13.9,9.4,74,36,2,24.1,101.82,NA
14.1,9.4,73,36,2,24.1,101.84,NA
12.3,9.1,80,8,3,32.2,101.84,Mainly Clear
12.9,9.2,78,14,8,32.2,101.85,NA
14,11.3,84,14,10,32.2,101.91,NA
15.5,11.3,76,15,10,32.2,101.94,Mostly Cloudy
17.2,12.8,75,16,8,32.2,101.93,NA
17.6,13.4,76,25,10,32.2,101.92,NA
18.6,13.8,73,27,12,32.2,101.91,Mainly Clear
18.5,13.5,72,27,16,32.2,101.9,NA
18.1,13.1,72,26,13,32.2,101.9,NA
17.9,13.3,74,24,14,32.2,101.85,Mostly Cloudy
18.6,13.6,72,24,11,32.2,101.83,NA
18.7,13.9,73,24,9,32.2,101.81,NA
18.8,14.3,75,23,9,32.2,101.77,Cloudy
19.1,13.6,70,25,8,32.2,101.73,NA
18.4,13.2,71,24,11,32.2,101.7,NA
18.1,14.3,78,21,9,32.2,101.7,Mostly Cloudy
17.4,13.9,80,22,9,32.2,101.69,NA
16.6,13.3,81,25,14,24.1,101.71,NA
16.5,13.4,82,19,8,24.1,101.73,Mostly Cloudy
15.6,12.4,81,12,10,24.1,101.73,NA
14.8,13,89,9,16,24.1,101.74,NA
14.1,12.2,88,10,18,24.1,101.74,Mainly Clear
12.9,11.6,91,11,14,24.1,101.75,NA
12.8,11.4,92,9,21,24.1,101.75,NA
13,11.4,90,11,21,24.1,101.75,Cloudy
13,11.5,91,11,17,24.1,101.8,NA
13.7,11.8,89,11,17,24.1,101.83,NA
14.1,11.6,85,11,18,24.1,101.84,Cloudy
14.6,12,84,10,22,24.1,101.82,NA
15.1,11.8,81,12,17,32.2,101.84,NA
16.8,12.4,75,11,17,32.2,101.84,Mostly Cloudy
18.5,12.8,69,14,13,32.2,101.84,NA
19.4,12.2,63,15,12,32.2,101.82,NA
20.3,11.9,58,16,3,32.2,101.77,Mostly Cloudy
20.4,14.4,68,22,18,32.2,101.75,NA
18.6,13.2,70,21,17,32.2,101.75,NA
18.8,13.2,69,22,12,32.2,101.72,Cloudy
18.3,12.6,69,24,10,32.2,101.67,NA
19.1,11.8,62,25,9,32.2,101.63,NA
18.5,12.5,68,31,8,32.2,101.62,Mainly Clear
15.7,13,84,30,10,32.2,101.64,NA
16,13.6,85,28,8,32.2,101.66,NA
15.4,11.9,79,34,5,24.1,101.66,Mainly Clear
15.4,12,80,0,1,24.1,101.69,NA
14.8,11.7,81,36,3,24.1,101.72,NA
15.4,12.4,82,1,5,24.1,101.72,Clear
13.7,11.8,88,34,6,24.1,101.74,NA
14.1,11.7,85,3,5,32.2,101.76,NA
11.9,11.1,95,36,2,32.2,101.76,Mainly Clear
13.4,12,91,31,7,32.2,101.77,NA
17.1,13.7,80,32,9,40.2,101.8,NA
18.1,13.5,74,31,19,40.2,101.79,Clear
19.5,15.7,78,30,26,40.2,101.75,NA
19.8,16.5,81,29,30,40.2,101.72,Mainly Clear
20.2,16.7,80,29,30,40.2,101.72,NA
20.9,16.9,78,29,28,40.2,101.69,NA
21.1,16.4,74,30,27,40.2,101.64,Mainly Clear
22.3,17.2,72,31,22,40.2,101.61,NA
22.3,16.7,70,30,22,40.2,101.52,NA
23,16.4,66,31,20,40.2,101.47,Mainly Clear
22.1,16.7,71,29,24,40.2,101.41,NA
21.4,16.9,75,30,26,48.3,101.31,NA
20.9,16.6,76,29,20,48.3,101.29,Mostly Cloudy
19.2,16.8,86,29,17,48.3,101.25,NA
18.7,16.4,86,31,14,40.2,101.27,NA
18.9,16.1,84,31,17,40.2,101.27,Mostly Cloudy
18.7,15.5,81,31,14,40.2,101.27,NA
17.7,14.4,81,28,9,40.2,101.26,NA
16.2,14,87,35,4,32.2,101.25,Mainly Clear
15.5,12.9,84,34,8,32.2,101.26,NA
16,13.8,87,31,10,40.2,101.26,NA
16.3,15.2,93,31,12,48.3,101.26,Mostly Cloudy
17.5,16.5,94,30,12,48.3,101.27,NA
18.5,16.6,89,30,20,40.2,101.3,NA
19.6,16.7,83,30,21,40.2,101.3,Mainly Clear
20.1,16,77,30,23,40.2,101.29,NA
20.5,16.8,79,30,24,40.2,101.27,NA
21,16.4,75,30,27,40.2,101.25,Mainly Clear
21.1,17,78,30,25,40.2,101.22,NA
21.8,16.5,71,30,23,40.2,101.19,NA
22.1,16.7,71,29,22,40.2,101.13,Clear
22.7,16.9,70,30,19,40.2,101.09,NA
22.9,15.8,64,30,21,40.2,101.03,NA
23.2,16.4,65,29,18,40.2,100.99,Clear
22.7,16.2,66,28,16,40.2,100.93,NA
23.1,15.3,61,28,12,40.2,100.87,NA
22,16.4,70,29,9,40.2,100.83,Clear
19.5,16.2,81,30,9,40.2,100.8,NA
20.2,15.3,73,27,8,40.2,100.82,NA
19.7,16.6,82,25,5,32.2,100.84,Clear
18.6,16.7,89,30,14,32.2,100.86,NA
18.4,15.7,84,31,12,32.2,100.87,NA
17.6,16.1,91,29,12,32.2,100.85,Clear
16.9,15.9,94,31,13,32.2,100.85,NA
16.1,14.8,92,30,11,32.2,100.86,NA
15.6,14.5,93,1,5,32.2,100.87,Clear
17.3,15.2,88,32,5,40.2,100.92,NA
18.8,16.6,87,30,17,40.2,100.96,NA
19.5,16.5,83,30,16,40.2,100.97,Clear
20.1,17,82,30,17,40.2,100.99,NA
20.4,16.1,76,28,16,40.2,101,NA
21.2,16.8,76,28,12,40.2,101.01,Clear
21.6,17.4,77,25,10,40.2,101.01,NA
21.1,16.2,73,25,12,40.2,101.01,NA
22.5,16,66,21,19,40.2,101,Clear
21.3,16.3,73,24,17,40.2,100.95,NA
21.8,15.6,67,23,16,40.2,100.91,NA
22.2,15.1,64,23,16,40.2,100.86,Clear
22,16,68,27,11,40.2,100.82,NA
21.1,15.1,68,24,9,40.2,100.79,NA
20,15.4,75,24,7,40.2,100.77,Clear
19.4,15.1,76,36,3,40.2,100.75,NA
17.7,15.1,85,20,8,40.2,100.8,NA
18,13.8,76,15,12,32.2,100.82,Clear
16.9,13.6,81,9,16,32.2,100.86,NA
15.5,12.5,82,10,18,32.2,100.9,NA
14.2,12,87,10,12,32.2,100.93,Clear
13.7,11.8,88,14,9,32.2,100.96,NA
14.1,12.6,90,12,17,32.2,101.03,NA
13.6,12.1,90,10,14,32.2,101.07,Clear
14.1,12.2,88,11,16,40.2,101.12,NA
15.3,12.4,83,10,15,32.2,101.18,NA
16.4,13,80,10,15,48.3,101.23,Clear
18,12.6,70,13,17,48.3,101.27,NA
18.7,12.7,67,13,26,48.3,101.3,NA
21.5,13.7,60,9,17,48.3,101.32,Mostly Cloudy
22.1,13.2,56,13,17,48.3,101.36,NA
20.7,14.7,68,18,9,48.3,101.35,NA
20.8,15.1,69,21,17,48.3,101.35,Mainly Clear
21.2,15.6,70,20,16,48.3,101.34,NA
21.2,14.9,67,21,14,48.3,101.35,NA
20.1,14.3,69,21,13,48.3,101.34,Mostly Cloudy
20.3,14.2,67,21,14,48.3,101.32,NA
20.5,14.1,66,20,10,48.3,101.32,NA
20,13.8,67,20,13,48.3,101.33,Mainly Clear
18.9,13.6,71,20,9,48.3,101.35,NA
18.4,12.9,70,16,9,40.2,101.39,NA
17.3,13.9,80,10,15,32.2,101.42,Clear
16.8,13.4,80,10,10,32.2,101.47,NA
16.2,13.4,83,12,9,32.2,101.49,NA
16.1,13.2,83,13,7,32.2,101.55,Mainly Clear
15.8,13.4,85,14,8,32.2,101.6,NA
15.2,13.5,90,11,9,32.2,101.64,NA
14.7,13.4,92,13,7,40.2,101.66,Mainly Clear
14.7,12.9,89,9,10,40.2,101.69,NA
16.8,13.6,81,13,8,48.3,101.71,NA
18.7,14.2,75,12,5,48.3,101.71,Mostly Cloudy
19,15,77,24,9,48.3,101.74,NA
19.7,14.7,73,26,15,48.3,101.77,NA
21.4,16.5,74,29,18,48.3,101.77,Mostly Cloudy
21.6,16.5,72,28,18,48.3,101.77,NA
21.9,16.3,70,28,15,48.3,101.76,NA
22.7,16.5,68,29,21,48.3,101.74,Mainly Clear
22.9,16.5,67,29,22,48.3,101.7,NA
23,16.6,67,30,22,48.3,101.67,NA
22.3,16.9,71,30,21,48.3,101.62,Mostly Cloudy
22.2,16.9,72,30,20,48.3,101.58,NA
21.6,16.8,74,30,18,48.3,101.54,NA
21,17.1,78,31,19,48.3,101.53,Mainly Clear
20.5,16.5,78,31,17,48.3,101.54,NA
20.5,16.8,79,31,20,48.3,101.58,NA
20.2,16.6,79,30,18,32.2,101.6,Mainly Clear
19,17.3,90,31,13,32.2,101.63,NA
19,17,88,31,12,24.1,101.69,NA
18.5,16.9,91,29,15,24.1,101.69,Mainly Clear
18.4,17,91,30,16,24.1,101.71,NA
18.4,17.2,93,31,21,32.2,101.74,NA
18.1,16.9,92,30,19,48.3,101.75,Mainly Clear
18.5,16.9,90,30,21,48.3,101.75,NA
19.1,16.8,86,30,22,48.3,101.77,NA
19.7,16.3,80,30,27,48.3,101.8,Mainly Clear
20.4,16.6,79,30,26,48.3,101.81,NA
21.1,16.7,76,30,25,48.3,101.81,NA
21.6,16.6,73,30,29,48.3,101.79,Clear
22.5,16.6,69,31,29,48.3,101.76,NA
22.9,16.7,68,30,27,48.3,101.74,NA
24.3,17.1,63,31,19,48.3,101.69,Clear
24.9,17.7,64,31,22,48.3,101.64,NA
25.3,17.1,60,30,22,48.3,101.57,NA
25.4,17.1,60,31,21,48.3,101.47,Clear
24.3,17.1,64,29,20,48.3,101.42,NA
24.7,16.5,60,30,21,48.3,101.33,NA
23.7,17.2,67,28,18,48.3,101.29,Clear
22.2,17.3,74,31,15,32.2,101.28,NA
22.4,17.5,73,33,14,24.1,101.32,NA
22.6,16.4,68,33,4,24.1,101.33,Clear
21.1,17.6,80,36,6,24.1,101.36,NA
20.2,16.6,80,35,5,24.1,101.39,NA
20.9,16.3,75,11,5,24.1,101.43,Clear
20.7,16.4,76,14,7,24.1,101.48,NA
19,17.2,89,32,7,24.1,101.53,NA
17.8,16.2,90,10,8,32.2,101.56,Clear
19.6,17.1,85,10,8,32.2,101.59,NA
19.9,17.8,87,25,8,40.2,101.64,NA
22.8,17.5,71,26,6,40.2,101.65,Clear
25.1,16.2,57,27,6,40.2,101.66,NA
25.6,16.3,56,28,8,40.2,101.65,NA
26,17.9,61,28,8,40.2,101.63,Clear
28,18.2,55,29,10,40.2,101.62,NA
29.6,17.8,48,28,12,40.2,101.57,NA
28.3,19.7,59,28,15,40.2,101.56,Clear
29.9,20,55,31,13,40.2,101.5,NA
30.8,19.9,52,28,16,40.2,101.43,NA
29.3,19.8,56,29,15,40.2,101.4,Clear
28.7,19,55,30,13,40.2,101.34,NA
28,19.1,58,30,14,40.2,101.3,NA
25.7,20.7,73,31,13,40.2,101.26,Clear
22.8,20,84,29,9,40.2,101.23,NA
22,19.8,87,26,13,40.2,101.24,NA
20.6,18.8,89,21,11,32.2,101.23,Clear
20.4,18.6,89,36,3,32.2,101.22,NA
21.3,18.7,85,23,7,32.2,101.27,NA
21.5,17.9,79,32,10,32.2,101.29,Clear
22.6,16.8,69,36,3,32.2,101.31,NA
21.1,16.7,76,9,4,32.2,101.31,NA
20.1,17.1,83,36,2,40.2,101.35,Clear
21,16.6,76,32,17,40.2,101.39,NA
23.9,16.3,62,32,13,40.2,101.41,NA
25.3,17.1,60,32,12,40.2,101.4,Clear
25.4,16.6,58,31,20,40.2,101.41,NA
25.9,19.2,66,29,18,40.2,101.38,NA
26.6,18.8,62,30,21,40.2,101.34,Clear
28.1,19.6,60,30,18,32.2,101.31,NA
29.5,19.3,54,30,21,40.2,101.23,NA
29.5,19.3,54,29,21,40.2,101.16,Clear
30.5,19.8,52,30,20,40.2,101.1,NA
30.4,20.4,54,31,19,40.2,101.01,NA
30,19.2,52,30,21,40.2,100.95,Clear
28,19.2,58,30,21,40.2,100.88,NA
27.2,19.3,62,30,21,40.2,100.81,NA
26.4,18.4,61,30,25,40.2,100.77,Clear
25.5,17.7,62,31,24,40.2,100.73,NA
24.7,17.8,65,31,17,40.2,100.75,NA
23.5,17.6,69,31,8,32.2,100.76,Clear
25.2,18,64,35,7,32.2,100.79,NA
22.2,16.9,72,36,2,32.2,100.81,NA
22.1,17.3,74,35,8,32.2,100.84,Clear
22.5,16.8,70,36,2,32.2,100.85,NA
21.6,16.8,73,29,8,32.2,100.9,NA
23.3,15.3,61,26,9,32.2,100.91,Clear
21.5,17.5,78,35,8,40.2,100.93,NA
25.6,17.4,60,5,4,40.2,100.91,NA
25.8,16.6,56,24,10,40.2,100.9,Clear
26.5,17,55,29,12,40.2,100.9,NA
28.2,16.6,49,31,19,32.2,100.89,NA
28.1,19.1,58,29,20,32.2,100.85,Clear
29.5,18.6,51,29,21,32.2,100.82,NA
29.8,20.5,57,29,18,32.2,100.77,NA
30.6,19.7,52,29,19,32.2,100.7,Clear
29.8,19.8,54,30,21,32.2,100.66,NA
31.3,21.1,54,29,21,24.1,100.6,NA
31.7,19.8,49,30,21,24.1,100.49,Clear
30.3,20.2,54,29,21,24.1,100.43,NA
28.8,19.5,56,29,26,24.1,100.36,NA
27.1,19.6,63,31,22,24.1,100.36,Clear
26.6,18.8,62,30,19,24.1,100.36,NA
24.1,18.9,73,35,7,24.1,100.39,NA
22,19.2,84,31,12,24.1,100.4,Clear
23.7,19.3,76,33,9,24.1,100.47,NA
23.9,17.5,67,30,9,24.1,100.48,NA
21.3,18.5,84,23,5,24.1,100.48,Clear
22.4,18.1,76,14,7,24.1,100.49,NA
20.4,17,81,29,5,24.1,100.53,NA
22.1,16.5,70,16,4,24.1,100.58,Clear
22.5,17.1,71,12,11,24.1,100.66,NA
21.9,16.4,71,10,21,24.1,100.74,NA
22.3,15.6,65,10,22,24.1,100.77,Clear
22.7,15.9,65,11,22,24.1,100.77,NA
24.7,16.2,59,11,18,24.1,100.73,NA
26.8,16.8,54,11,14,16.1,100.68,Clear
28.5,16.8,49,13,10,16.1,100.64,NA
29.9,20.2,56,20,9,16.1,100.6,NA
29,20.6,60,20,14,16.1,100.55,Clear
32.1,18.8,45,14,8,16.1,100.48,NA
31.8,18.7,45,16,14,16.1,100.45,NA
30.4,17.6,46,12,19,16.1,100.41,Clear
29.3,17.7,49,12,18,16.1,100.41,NA
27.3,16.5,51,12,22,24.1,100.39,NA
25.6,15.9,54,12,21,24.1,100.4,Clear
23.6,16,62,13,18,24.1,100.42,NA
21.1,15.1,68,13,14,24.1,100.51,NA
20.9,14.9,68,13,16,24.1,100.58,Clear
20.4,14.1,67,11,27,24.1,100.66,NA
19.7,13.5,67,11,30,24.1,100.76,NA
20.5,12.8,61,10,27,24.1,100.8,Clear
19.8,13.8,68,10,27,24.1,100.86,NA
18.6,14,75,10,23,32.2,100.91,NA
18.2,14.1,77,10,21,32.2,100.92,Clear
17.7,14.3,80,10,19,32.2,100.95,NA
18.5,14.4,77,12,22,24.1,101,NA
19.2,14.5,74,12,18,32.2,101.01,Clear
21.1,14.1,63,9,17,32.2,101.02,NA
21.5,14.1,62,9,17,32.2,101.06,NA
23.2,14.3,56,9,17,32.2,101.06,Clear
22.2,14.4,61,13,26,32.2,101.1,NA
23.1,14.4,58,12,23,32.2,101.09,NA
23.4,14.7,58,12,21,32.2,101.07,Clear
23.5,14.8,58,12,21,32.2,101.06,NA
23.9,14.3,55,14,21,32.2,101.07,NA
23.6,14.8,57,14,17,32.2,101.06,Mostly Cloudy
23.3,14.5,57,12,21,32.2,101.04,NA
22.7,14.5,59,12,19,32.2,101.05,NA
21.9,14.5,62,11,22,32.2,101.06,Mainly Clear
20.6,14.6,68,11,22,32.2,101.09,NA
19.8,14.5,71,12,13,24.1,101.13,NA
19.8,14.9,73,12,19,24.1,101.16,Mainly Clear
19.3,14,71,11,21,24.1,101.23,NA
19.1,13.7,71,11,28,24.1,101.27,NA
19,13.7,71,12,25,24.1,101.3,Mostly Cloudy
18.6,13.8,73,12,18,24.1,101.33,NA
18.5,14,75,12,16,24.1,101.32,NA
17.7,14,78,13,17,24.1,101.32,Cloudy
17.9,14,77,13,20,24.1,101.36,NA
18,14.1,77,11,19,32.2,101.4,NA
18.4,14.3,77,12,14,32.2,101.4,Cloudy
19.3,14,71,12,17,32.2,101.44,NA
20.5,14,66,14,12,32.2,101.45,NA
20.1,13.4,65,13,19,32.2,101.49,Cloudy
20.6,14,65,13,14,32.2,101.51,NA
20.3,15.3,73,22,11,32.2,101.5,NA
20.9,15.1,69,21,13,32.2,101.49,Mostly Cloudy
20.4,14.9,70,23,17,32.2,101.52,NA
21,14.9,68,25,10,32.2,101.49,NA
21.2,15.5,69,24,10,32.2,101.46,Mostly Cloudy
20.5,16.1,76,24,11,32.2,101.39,NA
21.1,15,68,23,11,32.2,101.36,NA
20,15.8,77,26,8,24.1,101.38,Mainly Clear
19.1,15.7,80,31,5,24.1,101.39,NA
18.8,15.3,80,36,1,24.1,101.42,NA
19.4,14.8,74,15,3,24.1,101.41,Mainly Clear
17.8,14.2,80,15,7,24.1,101.41,NA
18.2,14.3,78,19,4,24.1,101.45,NA
17.5,14.7,84,22,6,24.1,101.45,Mainly Clear
17.2,15.1,87,15,4,24.1,101.47,NA
17.3,15.9,91,36,2,24.1,101.49,NA
17.2,15.3,88,29,20,24.1,101.53,Mostly Cloudy
17.2,14.8,86,29,25,32.2,101.54,NA
17.7,14.4,81,30,27,32.2,101.57,NA
18.4,14.5,78,29,28,32.2,101.59,Mainly Clear
19,14.4,75,29,26,32.2,101.62,NA
19.4,14.2,72,29,25,32.2,101.64,NA
19.9,14.4,70,29,21,32.2,101.64,Mainly Clear
20.2,15.2,73,31,14,32.2,101.65,NA
20.8,14.9,69,29,16,32.2,101.65,NA
